text,label
my cash balance less than what I thought,wrong_amount_of_cash_received
It didn't give me my cash,wrong_amount_of_cash_received
It kept my cash,wrong_amount_of_cash_received
I only got $20 of the $100 that I attempted to withdraw.,wrong_amount_of_cash_received
"Hi, I draw out some money from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw.",wrong_amount_of_cash_received
I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,wrong_amount_of_cash_received
"HELP! I tried to get cash and it gave me some, but not the right amount!",wrong_amount_of_cash_received
"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",wrong_amount_of_cash_received
Why didn't I receive the right amount of cash?,wrong_amount_of_cash_received
Why didn't I receive the right amount of cash at the ATM?,wrong_amount_of_cash_received
I received the wrong amount of cash back,wrong_amount_of_cash_received
Why did I only get $20 now the full amount I wanted?,wrong_amount_of_cash_received
The amount of cash I selected to withdraw is different than what I received.,wrong_amount_of_cash_received
What do I need to do to get cash back? The ATM gave me the wrong amount that I requested but the app is showing the amount to be correct.,wrong_amount_of_cash_received
What do I need to do to request cash back? The ATM actually just gave me the wrong amount. The app I actually chose the right amount.,wrong_amount_of_cash_received
I was just giving the wrong amount by the ATM. How do I request cash back at this point? The app is showing the amount that I actually requested even though that's not what I got.,wrong_amount_of_cash_received
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",wrong_amount_of_cash_received
I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now?,wrong_amount_of_cash_received
ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now!,wrong_amount_of_cash_received
Why didn't the ATM give me all my money,wrong_amount_of_cash_received
I did not get the right amount of cash from the ATM.,wrong_amount_of_cash_received
Why did I get less from the ATM?,wrong_amount_of_cash_received
The ATM only gave me 10 pounds when I withdrew 30. What do I do?,wrong_amount_of_cash_received
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,wrong_amount_of_cash_received
I could only take the amount of money that was available to me which was less then I expected.,wrong_amount_of_cash_received
I was given less cash then I wanted.,wrong_amount_of_cash_received
"Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this",wrong_amount_of_cash_received
I did not receive my full withdrawal amount,wrong_amount_of_cash_received
I received a different amount of cash than what I entered.,wrong_amount_of_cash_received
"I only received $20, but I requested $100.",wrong_amount_of_cash_received
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",wrong_amount_of_cash_received
"I think something went wrong, I didn't get the right amount.",wrong_amount_of_cash_received
What do I do if I got the wrong amount at the ATM?,wrong_amount_of_cash_received
I did not receive the right amount of cash I requested,wrong_amount_of_cash_received
I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,wrong_amount_of_cash_received
What happens if the ATM doesn't give the right amount of money?,wrong_amount_of_cash_received
I asked for more cash than what was received,wrong_amount_of_cash_received
Why can't I take $100 out,wrong_amount_of_cash_received
I requested $100 but only got $20,wrong_amount_of_cash_received
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",wrong_amount_of_cash_received
I tried withdrawing but my cash is not showing up?,wrong_amount_of_cash_received
I was not able to receive the correct amount of cash.,wrong_amount_of_cash_received
I didn't receive the correct amount of cash,wrong_amount_of_cash_received
I did not get enough cash,wrong_amount_of_cash_received
"I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?",wrong_amount_of_cash_received
The ATM is showing it gave me the money I requested but I didn't get that amount.,wrong_amount_of_cash_received
The correct amount of cash was not received.,wrong_amount_of_cash_received
I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!,wrong_amount_of_cash_received
I was given the wrong amount of cash,wrong_amount_of_cash_received
The atm didn't give me all my cash,wrong_amount_of_cash_received
"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",wrong_amount_of_cash_received
I did not ask for the amount of cash that I received.,wrong_amount_of_cash_received
Got only $20 when I tried to withdraw $100.,wrong_amount_of_cash_received
The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today.,wrong_amount_of_cash_received
The ATM gave me less cash than requested,wrong_amount_of_cash_received
Why didn't I receive all the cash I requested?,wrong_amount_of_cash_received
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,wrong_amount_of_cash_received
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,wrong_amount_of_cash_received
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,wrong_amount_of_cash_received
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,wrong_amount_of_cash_received
My cash received does not match what has been requested,wrong_amount_of_cash_received
I was not given the amount of cash I withdrew,wrong_amount_of_cash_received
I was not distributed all of cash that I requested,wrong_amount_of_cash_received
The machine gave me the wrong amount of cash.,wrong_amount_of_cash_received
"I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for.",wrong_amount_of_cash_received
"I asked for $40 and I only received $20, what happened?",wrong_amount_of_cash_received
Why didn't I get the amount I requested at the ATM?,wrong_amount_of_cash_received
The ATM didn't give me enough money! I asked for more than it gave. What do I do?,wrong_amount_of_cash_received
I received the wrong amount of cash.,wrong_amount_of_cash_received
I haven't received my cash yet.,wrong_amount_of_cash_received
I did not get all the cash at ATM.,wrong_amount_of_cash_received
"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?",wrong_amount_of_cash_received
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,wrong_amount_of_cash_received
Why did I get less cash than what I asked in the ATM?,wrong_amount_of_cash_received
My cash withdrawal was short.,wrong_amount_of_cash_received
I was not distributed the correct amount of cash that I asked for,wrong_amount_of_cash_received
The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.,wrong_amount_of_cash_received
"When I went to $100, all the machine would give me was $20.",wrong_amount_of_cash_received
What happens if the ATM gives me the wrong amount of money?,wrong_amount_of_cash_received
i did not get any money but still was charged,wrong_amount_of_cash_received
You shorted me money when I tried to make a withdrawal.,wrong_amount_of_cash_received
i asked for 100 only got 80,wrong_amount_of_cash_received
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",wrong_amount_of_cash_received
Cash withdrawal was incorrect at ATM.,wrong_amount_of_cash_received
"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?",wrong_amount_of_cash_received
Why did the ATM give me less money than what I requested?,wrong_amount_of_cash_received
I did not receive the right amount of cash.,wrong_amount_of_cash_received
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,wrong_amount_of_cash_received
Why did I not get the amount I specified at the ATM?,wrong_amount_of_cash_received
The ATM didn't give me what I asked for but my balance says it did,wrong_amount_of_cash_received
I got less cash than what I specified for through the ATM.,wrong_amount_of_cash_received
What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,wrong_amount_of_cash_received
A wrong amount of cash we sent to me.,wrong_amount_of_cash_received
"I took out money, and didn't get all of it.",wrong_amount_of_cash_received
How can I get cash back? The ATM just gave me the wrong amount that I've been actually charged though...,wrong_amount_of_cash_received
"Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out.",wrong_amount_of_cash_received
I withdrew $100 but only received $20,wrong_amount_of_cash_received
I requested money from the ATM and it didn't give me as much as I requested.,wrong_amount_of_cash_received
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",wrong_amount_of_cash_received
$20 came out instead of $100,wrong_amount_of_cash_received
How can I fix this? The ATM gave me more cash than I'd asked for.,wrong_amount_of_cash_received
I could not get the cash I wanted,wrong_amount_of_cash_received
I wanted to take out $100 but I only got $20.,wrong_amount_of_cash_received
"Help, the ATM didn't give me all the money I requested",wrong_amount_of_cash_received
The cash I asked for still hasn't been received,wrong_amount_of_cash_received
I wanted $100 but only got $20,wrong_amount_of_cash_received
The ATM didn't give me the amount I asked for,wrong_amount_of_cash_received
Where'd the rest of my cash go from the ATM,wrong_amount_of_cash_received
I got less cash at the ATM than I asked for. Why?,wrong_amount_of_cash_received
There was a limited amount of money available at the time of my transaction.,wrong_amount_of_cash_received
My cash withdrawal was not entirely complete,wrong_amount_of_cash_received
The atm didn'y give me all the cash,wrong_amount_of_cash_received
The ATM is messed up. It gave me less than I wanted.,wrong_amount_of_cash_received
I received the wrong amount of cash from the ATM. Can you help?,wrong_amount_of_cash_received
ATM only gave me $20 instead of $100,wrong_amount_of_cash_received
I was only given $20 when I tried to get $100,wrong_amount_of_cash_received
I needed $100 but all it gave me was $20.,wrong_amount_of_cash_received
I tried pulling out money at the ATM and it gave me an incorrect amount back.,wrong_amount_of_cash_received
Why did I only get $20 when I asked for $100?,wrong_amount_of_cash_received
The amount of cash i have received is not correct.,wrong_amount_of_cash_received
How can I get my money that I didn't get from the ATM?,wrong_amount_of_cash_received
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",wrong_amount_of_cash_received
I didn't get all the money I asked for,wrong_amount_of_cash_received
The ATM did not give me as much cash as I requested.,wrong_amount_of_cash_received
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,wrong_amount_of_cash_received
Why is my withdrawal wrong? I took out $100 but only received $20.,wrong_amount_of_cash_received
I asked for cash but I did not receive all the funds,wrong_amount_of_cash_received
The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?,wrong_amount_of_cash_received
I only got some of the cash I requested from the ATM,wrong_amount_of_cash_received
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",wrong_amount_of_cash_received
I got the incorrect amount of money given to me from my account,wrong_amount_of_cash_received
I did not receive the correct amount of cash.,wrong_amount_of_cash_received
I did not receive all of my cash back,wrong_amount_of_cash_received
I got some cash but it wasn't the right amount.,wrong_amount_of_cash_received
Can you explain why the ATM is giving me less money than what I asked for?,wrong_amount_of_cash_received
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?,wrong_amount_of_cash_received
I visited the ATM but got less money than what I requested. Why?,wrong_amount_of_cash_received
I couldn't get the money I needed.,wrong_amount_of_cash_received
Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I tried to take out of my account?,wrong_amount_of_cash_received
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,wrong_amount_of_cash_received
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?,wrong_amount_of_cash_received
The amount of money I pushed at the atm machine did not come out of the machine.,wrong_amount_of_cash_received
"I got less than what i asked for in the ATM, why?",wrong_amount_of_cash_received
"I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now!",wrong_amount_of_cash_received
The machine only paid me a hundred when I wanted 20,wrong_amount_of_cash_received
There was a fee charged when I paid with my card.,card_payment_fee_charged
I received a fee I should not have.,card_payment_fee_charged
Why am I being a charged for using my card?,card_payment_fee_charged
Tell me why there is a fee for a card payment.,card_payment_fee_charged
I don't understand why I'm being charged for using my card.,card_payment_fee_charged
I paid with my card so so why was I charged a transaction fee?,card_payment_fee_charged
"I shouldn't have been charged but I see a fee, why?",card_payment_fee_charged
"i made a payment with my card and was charged a fee, why would you do that",card_payment_fee_charged
A fee came along with me paying with card,card_payment_fee_charged
I had to pay a fee when buying items with my card.,card_payment_fee_charged
Why is there a fee when I thought there would be no fees?,card_payment_fee_charged
Why are there fees for using a card?,card_payment_fee_charged
I had to pay money for paying with my card.,card_payment_fee_charged
"I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?",card_payment_fee_charged
What are the reasons to be charged a fee on card payments?,card_payment_fee_charged
I paid with card and was charged a fee that shouldn't be there!,card_payment_fee_charged
Why was I charged an extra fee when paying with card?,card_payment_fee_charged
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,card_payment_fee_charged
I don't understand why I was charged an additional fee for this service. Can you clarify?,card_payment_fee_charged
Why is there a fee for using my card?,card_payment_fee_charged
Why was my transaction charged an extra fee when paying with my card?,card_payment_fee_charged
"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.",card_payment_fee_charged
"On a card payment, why is there a fee?",card_payment_fee_charged
Why did I get charged a fee for my card payment?,card_payment_fee_charged
Why are you charging me fees for using my card?,card_payment_fee_charged
What is the extra fee that showed up on my card?,card_payment_fee_charged
Why was I charged a fee for using my card,card_payment_fee_charged
Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.,card_payment_fee_charged
I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this?,card_payment_fee_charged
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,card_payment_fee_charged
I think a fee was applied for paying with a card.,card_payment_fee_charged
I'm being charged for using my card!,card_payment_fee_charged
I bought something with my card and I was charged a fee,card_payment_fee_charged
I received an extra charge for using the card. Why?,card_payment_fee_charged
Can you explain why my payment was charged a fee?,card_payment_fee_charged
Is there a fee for paying by card?,card_payment_fee_charged
Who charged me a fee for paying by card?,card_payment_fee_charged
I have a fee showing from last time I used my card.,card_payment_fee_charged
Why is this fee being charged to me after using my card?,card_payment_fee_charged
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",card_payment_fee_charged
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,card_payment_fee_charged
I payed with the card and there was an extra fee?,card_payment_fee_charged
Is it normal to be charged an extra fee when paying with my card?,card_payment_fee_charged
Why was there a fee for paying by card?,card_payment_fee_charged
How did the extra charge on my card come in effect?,card_payment_fee_charged
Please tell me why I was charged additionally when I used the card.,card_payment_fee_charged
I made a purchase with my card and I was charged a fee for using it,card_payment_fee_charged
I was made to pay a fee for making a transaction with card.,card_payment_fee_charged
"Why, when paying with the card, was I charged an extra fee?",card_payment_fee_charged
I have never been charged a card payment fee before. Why did this change?,card_payment_fee_charged
What can i pay with out  fees,card_payment_fee_charged
Why and I being charged this fee?,card_payment_fee_charged
Why was I charged a fee? I thought shopping was free?,card_payment_fee_charged
There was an extra charge when I used my card,card_payment_fee_charged
What is this fee for card payment?,card_payment_fee_charged
I saw a fee on my app from one of my payments and I wasn't sure where it came from. Is there a way you can tell me when there's an additional fee for my payments?,card_payment_fee_charged
Why was I charged for payments? You didn't warn me about additional fees.,card_payment_fee_charged
"i have used my card online before and wasn't charged, why am i charged now",card_payment_fee_charged
"I paid with my card and got charged an extra fee, what's up with that?",card_payment_fee_charged
I used my card and there was a fee,card_payment_fee_charged
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",card_payment_fee_charged
Why am I getting a fee on a card payment?,card_payment_fee_charged
"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances.",card_payment_fee_charged
I noticed that i got charged extra for using the card.,card_payment_fee_charged
I paid with a card and there is an extra charge. Why?,card_payment_fee_charged
Can you explain why I am now getting charged a fee for using my card?,card_payment_fee_charged
"There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?",card_payment_fee_charged
I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?,card_payment_fee_charged
I got a fee when paying with my card,card_payment_fee_charged
why is there a fee for a payment on my card?,card_payment_fee_charged
"When using my card I was charged a fee for doing so, why?",card_payment_fee_charged
What was I charged a fee for card payment?,card_payment_fee_charged
What is this extra fee?,card_payment_fee_charged
Why did I have to pay extra because I paid with my card?,card_payment_fee_charged
I want to see what this fee is on my card payment.,card_payment_fee_charged
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,card_payment_fee_charged
how do i avoid charges in the future,card_payment_fee_charged
An extra fee has been added to my card payment is this correct?,card_payment_fee_charged
Why was there an extra charge because I used my card to pay?,card_payment_fee_charged
Why do I have to pay extra for using my card?,card_payment_fee_charged
"Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made.",card_payment_fee_charged
I paid with my card and was charged extra,card_payment_fee_charged
My account was charged a fee. When did you start charging extra for card payments?,card_payment_fee_charged
Explain the extra fee on my card when paying.,card_payment_fee_charged
I was charged and shouldn't have been charged when using my card!,card_payment_fee_charged
I have a fee and I don't know why,card_payment_fee_charged
I was mistakenly charged a fee for using my card.,card_payment_fee_charged
tell me why I was charged more with my card?,card_payment_fee_charged
"My card is showing a fee from when I used it, but I thought this card was supposed to be fee free?",card_payment_fee_charged
There was an extra fee when I paid with the card.,card_payment_fee_charged
I think I was wrongly charged in a recent transaction when I used my card.,card_payment_fee_charged
"I have been charged a fee, I didn't know about this fee before! When do you charge extra for card payments?",card_payment_fee_charged
I was spending cash with my card and got a fee.,card_payment_fee_charged
What are these fees i am paying?,card_payment_fee_charged
Why have I been charged a fee for card payment?,card_payment_fee_charged
How come I was charged an extra fee when paying with the card?,card_payment_fee_charged
Why is there a charged fee for debit or credit card payment?,card_payment_fee_charged
Am I getting charged for making a payment?,card_payment_fee_charged
Why do some of my payments have fees?  I don't understand.,card_payment_fee_charged
Why did I have to pay an additional amount when using my card to pay?,card_payment_fee_charged
I paid with my card and I was charged a fee,card_payment_fee_charged
There was a charge applied when I used my card.,card_payment_fee_charged
I was charged a hidden fee when I paid with card.,card_payment_fee_charged
Why does it cost more to pay with my card?,card_payment_fee_charged
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,card_payment_fee_charged
I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.,card_payment_fee_charged
Why was I charged extra when paying with card?,card_payment_fee_charged
Why am I charged a fee when using my debit or credit card?,card_payment_fee_charged
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",card_payment_fee_charged
Why was the price higher when I paid with my card?,card_payment_fee_charged
I just made an order and noticed an extra fee. Why have you charged me this without informing me?,card_payment_fee_charged
I didn't know I was going to get charged to use my card.,card_payment_fee_charged
I have been charged an extra fee when buying from your store. Why is this?,card_payment_fee_charged
What is this extra fee that I got when I used my card to pay?,card_payment_fee_charged
Was I charged extra for using my card?,card_payment_fee_charged
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,card_payment_fee_charged
Why was I charged an additional fee when paying with card?,card_payment_fee_charged
Why did I get charged extra?,card_payment_fee_charged
I paid with card and I was charged a fee,card_payment_fee_charged
I made a purchase but never expected to see a fee charged for the transaction.,card_payment_fee_charged
I was charged for using my card?,card_payment_fee_charged
My card was charged more than expected.,card_payment_fee_charged
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,card_payment_fee_charged
Why have i been charged a fee for using my card?,card_payment_fee_charged
Why was I charged extra using my card?,card_payment_fee_charged
How was I charged extra when I used my card to pay?,card_payment_fee_charged
When do i get charged a fee for using the card?,card_payment_fee_charged
"I see I was charged extra when I used the card.  I am not sure why, please tell me why.",card_payment_fee_charged
Why was I charged a fee for my card payment?,card_payment_fee_charged
Why was I charged an extra fee when using the card?,card_payment_fee_charged
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,card_payment_fee_charged
What is the charge for paying with my card?,card_payment_fee_charged
I paid with my card and ended up being charged a fee.,card_payment_fee_charged
Why is there a fee on a card payment?,card_payment_fee_charged
I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.,card_payment_fee_charged
I don't think I should have been charged a fee to use my card.,card_payment_fee_charged
A fee that shouldn't be there is there after using my card!,card_payment_fee_charged
"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?",card_payment_fee_charged
Why am I getting charged more for using my card?,card_payment_fee_charged
I see a fee that I think was charged because I paid by card.,card_payment_fee_charged
What are the fees imposed when I make a transaction?,card_payment_fee_charged
What was the extra charge for using my card?,card_payment_fee_charged
Why was a fee added to my bill when I used my card?,card_payment_fee_charged
Please tell my why I was charged a fee for using my card?,card_payment_fee_charged
How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.,card_payment_fee_charged
I was charged a fee when buying stuff with my card.,card_payment_fee_charged
I was charged an additional amount of money for making a purchase with my card,card_payment_fee_charged
What is the fee charged for using my card?,card_payment_fee_charged
I just saw a fee on my account. When do these get charged?,card_payment_fee_charged
Is it normal to get charged extra when i use my card?,card_payment_fee_charged
This fee shouldn't be there after I paid with a card.,card_payment_fee_charged
Why am I charged an extra fee on my card?,card_payment_fee_charged
Why did I get charged more for using my card?,card_payment_fee_charged
I recently bought an item using my card and I was charged an extra fee why is this?,card_payment_fee_charged
I am angry that I got charged for using my card.,card_payment_fee_charged
I wanted to know why i got an additional fee when i use my card.,card_payment_fee_charged
"Is there a fee for making a payment? If so, let me know why.",card_payment_fee_charged
Please tell me why I would have to pay a fee for a recent payment. Thanks.,card_payment_fee_charged
Why was I charged a fee for debit or credit card payment?,card_payment_fee_charged
Why was an extra charge added when I used my card?,card_payment_fee_charged
Why have I been charged a small fee to use my card?,card_payment_fee_charged
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,card_payment_fee_charged
Why is there a fee associated with card use?,card_payment_fee_charged
What is this fee showing up in my account for?,card_payment_fee_charged
I got charged for with a fee for paying with my card.,card_payment_fee_charged
Why am I being charged a fee on a card payment?,card_payment_fee_charged
Is there a  way to  get around fees,card_payment_fee_charged
I noticed an extra fee when I paid with my card.,card_payment_fee_charged
You advertise no fee when paying with a card then my statement shows a fee.,card_payment_fee_charged
"There was an extra fee when I paid with my card, why was i charged this extra fee?",card_payment_fee_charged
Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.,card_payment_fee_charged
what is this extra charge with my purchase?,card_payment_fee_charged
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,card_payment_fee_charged
Please explain the extra fee when I paid with the card.,card_payment_fee_charged
When do you charge fees on accounts? I just saw a charge on my statement.,card_payment_fee_charged
After I used my card I saw I was charged a fee for using it,card_payment_fee_charged
Is there an allowance on cards?,card_payment_fee_charged
Why am I being charged a hidden fee?,card_payment_fee_charged
Can you explain why I was charged extra when I used the card?,card_payment_fee_charged
Why did I get charged a fee on my card?,card_payment_fee_charged
Do you have charges now when you pay with a card?,card_payment_fee_charged
What is the extra fee that was added when I used the card?,card_payment_fee_charged
Why am I charged a fee for using my card on some purchases?,card_payment_fee_charged
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?,card_payment_fee_charged
How can I tell if there will be a fee added to my payment or not?,card_payment_fee_charged
You promised no fees but now I've got one. What the hell!?,card_payment_fee_charged
How do I know which payments I make will have additional fees? Where can I find this information online?,card_payment_fee_charged
I am worried that too much time has gone by for a transfer to be completed.,transfer_not_received_by_recipient
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,transfer_not_received_by_recipient
My money transaction can't be seen by the person I sent it to,transfer_not_received_by_recipient
"How long does it typically take a transfer to go through?  I sent some money to a friend earlier today, and she really needs it.  It still is a pending transfer, even though I sent it a few hours ago.",transfer_not_received_by_recipient
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that already.",transfer_not_received_by_recipient
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number is the right one, I've checked that several times already.",transfer_not_received_by_recipient
My money transaction hasn't arrived.,transfer_not_received_by_recipient
I sent money to a person and they haven't received the payment yet.,transfer_not_received_by_recipient
I do not know where the transaction is.,transfer_not_received_by_recipient
I transferred money but the recipient does not see the funds in their account?,transfer_not_received_by_recipient
why hasn't a transaction to a friend cleared yet?,transfer_not_received_by_recipient
The app isn't showing my transactions,transfer_not_received_by_recipient
Why isn't the recipient seeing the transaction? I just sent the money.,transfer_not_received_by_recipient
I transferred money and it didn't get there.,transfer_not_received_by_recipient
Is there a reason why a recipient might not see my money transaction,transfer_not_received_by_recipient
I don't see the transaction I made to a friend on my account.,transfer_not_received_by_recipient
why has a transaction to a friend been delayed?,transfer_not_received_by_recipient
"A transaction I did to my friend hasn't arrived yet, why?",transfer_not_received_by_recipient
Where is my last money transaction,transfer_not_received_by_recipient
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,transfer_not_received_by_recipient
