text,label
ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now!,75
Why didn't the ATM give me all my money,75
I did not get the right amount of cash from the ATM.,75
Why did I get less from the ATM?,75
The ATM only gave me 10 pounds when I withdrew 30. What do I do?,75
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,75
I could only take the amount of money that was available to me which was less then I expected.,75
I was given less cash then I wanted.,75
"Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this",75
I did not receive my full withdrawal amount,75
I received a different amount of cash than what I entered.,75
"I only received $20, but I requested $100.",75
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",75
"I think something went wrong, I didn't get the right amount.",75
What do I do if I got the wrong amount at the ATM?,75
I did not receive the right amount of cash I requested,75
I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,75
What happens if the ATM doesn't give the right amount of money?,75
I asked for more cash than what was received,75
Why can't I take $100 out,75
I requested $100 but only got $20,75
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",75
I tried withdrawing but my cash is not showing up?,75
I was not able to receive the correct amount of cash.,75
I didn't receive the correct amount of cash,75
I did not get enough cash,75
"I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?",75
The ATM is showing it gave me the money I requested but I didn't get that amount.,75
The correct amount of cash was not received.,75
I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!,75
I was given the wrong amount of cash,75
The atm didn't give me all my cash,75
"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",75
I did not ask for the amount of cash that I received.,75
Got only $20 when I tried to withdraw $100.,75
The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today.,75
The ATM gave me less cash than requested,75
Why didn't I receive all the cash I requested?,75
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,75
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,75
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,75
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,75
My cash received does not match what has been requested,75
I was not given the amount of cash I withdrew,75
I was not distributed all of cash that I requested,75
The machine gave me the wrong amount of cash.,75
"I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for.",75
"I asked for $40 and I only received $20, what happened?",75
Why didn't I get the amount I requested at the ATM?,75
The ATM didn't give me enough money! I asked for more than it gave. What do I do?,75
I received the wrong amount of cash.,75
I haven't received my cash yet.,75
I did not get all the cash at ATM.,75
"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?",75
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,75
Why did I get less cash than what I asked in the ATM?,75
My cash withdrawal was short.,75
I was not distributed the correct amount of cash that I asked for,75
The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.,75
"When I went to $100, all the machine would give me was $20.",75
What happens if the ATM gives me the wrong amount of money?,75
i did not get any money but still was charged,75
You shorted me money when I tried to make a withdrawal.,75
i asked for 100 only got 80,75
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",75
Cash withdrawal was incorrect at ATM.,75
"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?",75
Why did the ATM give me less money than what I requested?,75
I did not receive the right amount of cash.,75
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,75
Why did I not get the amount I specified at the ATM?,75
The ATM didn't give me what I asked for but my balance says it did,75
I got less cash than what I specified for through the ATM.,75
What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,75
A wrong amount of cash we sent to me.,75
"I took out money, and didn't get all of it.",75
How can I get cash back? The ATM just gave me the wrong amount that I've been actually charged though...,75
"Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out.",75
I withdrew $100 but only received $20,75
I requested money from the ATM and it didn't give me as much as I requested.,75
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",75
$20 came out instead of $100,75
How can I fix this? The ATM gave me more cash than I'd asked for.,75
I could not get the cash I wanted,75
I wanted to take out $100 but I only got $20.,75
"Help, the ATM didn't give me all the money I requested",75
The cash I asked for still hasn't been received,75
I wanted $100 but only got $20,75
The ATM didn't give me the amount I asked for,75
Where'd the rest of my cash go from the ATM,75
I got less cash at the ATM than I asked for. Why?,75
There was a limited amount of money available at the time of my transaction.,75
My cash withdrawal was not entirely complete,75
The atm didn'y give me all the cash,75
The ATM is messed up. It gave me less than I wanted.,75
I received the wrong amount of cash from the ATM. Can you help?,75
ATM only gave me $20 instead of $100,75
I was only given $20 when I tried to get $100,75
I needed $100 but all it gave me was $20.,75
I tried pulling out money at the ATM and it gave me an incorrect amount back.,75
Why did I only get $20 when I asked for $100?,75
The amount of cash i have received is not correct.,75
How can I get my money that I didn't get from the ATM?,75
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",75
I didn't get all the money I asked for,75
The ATM did not give me as much cash as I requested.,75
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,75
Why is my withdrawal wrong? I took out $100 but only received $20.,75
I asked for cash but I did not receive all the funds,75
The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?,75
I only got some of the cash I requested from the ATM,75
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",75
I got the incorrect amount of money given to me from my account,75
I did not receive the correct amount of cash.,75
I did not receive all of my cash back,75
I got some cash but it wasn't the right amount.,75
Can you explain why the ATM is giving me less money than what I asked for?,75
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?,75
I visited the ATM but got less money than what I requested. Why?,75
I couldn't get the money I needed.,75
Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I tried to take out of my account?,75
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,75
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?,75
The amount of money I pushed at the atm machine did not come out of the machine.,75
"I got less than what i asked for in the ATM, why?",75
"I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now!",75
The machine only paid me a hundred when I wanted 20,75
There was a fee charged when I paid with my card.,15
I received a fee I should not have.,15
Why am I being a charged for using my card?,15
Tell me why there is a fee for a card payment.,15
I don't understand why I'm being charged for using my card.,15
I paid with my card so so why was I charged a transaction fee?,15
"I shouldn't have been charged but I see a fee, why?",15
"i made a payment with my card and was charged a fee, why would you do that",15
A fee came along with me paying with card,15
I had to pay a fee when buying items with my card.,15
Why is there a fee when I thought there would be no fees?,15
Why are there fees for using a card?,15
I had to pay money for paying with my card.,15
"I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?",15
What are the reasons to be charged a fee on card payments?,15
I paid with card and was charged a fee that shouldn't be there!,15
Why was I charged an extra fee when paying with card?,15
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,15
I don't understand why I was charged an additional fee for this service. Can you clarify?,15
Why is there a fee for using my card?,15
Why was my transaction charged an extra fee when paying with my card?,15
"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.",15
"On a card payment, why is there a fee?",15
Why did I get charged a fee for my card payment?,15
Why are you charging me fees for using my card?,15
What is the extra fee that showed up on my card?,15
Why was I charged a fee for using my card,15
Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.,15
I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this?,15
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,15
I think a fee was applied for paying with a card.,15
I'm being charged for using my card!,15
I bought something with my card and I was charged a fee,15
I received an extra charge for using the card. Why?,15
Can you explain why my payment was charged a fee?,15
Is there a fee for paying by card?,15
Who charged me a fee for paying by card?,15
I have a fee showing from last time I used my card.,15
Why is this fee being charged to me after using my card?,15
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",15
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,15
I payed with the card and there was an extra fee?,15
Is it normal to be charged an extra fee when paying with my card?,15
Why was there a fee for paying by card?,15
How did the extra charge on my card come in effect?,15
Please tell me why I was charged additionally when I used the card.,15
I made a purchase with my card and I was charged a fee for using it,15
I was made to pay a fee for making a transaction with card.,15
"Why, when paying with the card, was I charged an extra fee?",15
I have never been charged a card payment fee before. Why did this change?,15
What can i pay with out  fees,15
Why and I being charged this fee?,15
Why was I charged a fee? I thought shopping was free?,15
There was an extra charge when I used my card,15
What is this fee for card payment?,15
I saw a fee on my app from one of my payments and I wasn't sure where it came from. Is there a way you can tell me when there's an additional fee for my payments?,15
Why was I charged for payments? You didn't warn me about additional fees.,15
"i have used my card online before and wasn't charged, why am i charged now",15
"I paid with my card and got charged an extra fee, what's up with that?",15
I used my card and there was a fee,15
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",15
Why am I getting a fee on a card payment?,15
"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances.",15
I noticed that i got charged extra for using the card.,15
I paid with a card and there is an extra charge. Why?,15
Can you explain why I am now getting charged a fee for using my card?,15
"There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?",15
I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?,15
I got a fee when paying with my card,15
why is there a fee for a payment on my card?,15
"When using my card I was charged a fee for doing so, why?",15
What was I charged a fee for card payment?,15
What is this extra fee?,15
Why did I have to pay extra because I paid with my card?,15
I want to see what this fee is on my card payment.,15
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,15
how do i avoid charges in the future,15
An extra fee has been added to my card payment is this correct?,15
Why was there an extra charge because I used my card to pay?,15
Why do I have to pay extra for using my card?,15
"Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made.",15
I paid with my card and was charged extra,15
My account was charged a fee. When did you start charging extra for card payments?,15
Explain the extra fee on my card when paying.,15
I was charged and shouldn't have been charged when using my card!,15
I have a fee and I don't know why,15
I was mistakenly charged a fee for using my card.,15
tell me why I was charged more with my card?,15
"My card is showing a fee from when I used it, but I thought this card was supposed to be fee free?",15
There was an extra fee when I paid with the card.,15
I think I was wrongly charged in a recent transaction when I used my card.,15
"I have been charged a fee, I didn't know about this fee before! When do you charge extra for card payments?",15
I was spending cash with my card and got a fee.,15
What are these fees i am paying?,15
Why have I been charged a fee for card payment?,15
How come I was charged an extra fee when paying with the card?,15
Why is there a charged fee for debit or credit card payment?,15
Am I getting charged for making a payment?,15
Why do some of my payments have fees?  I don't understand.,15
Why did I have to pay an additional amount when using my card to pay?,15
I paid with my card and I was charged a fee,15
There was a charge applied when I used my card.,15
I was charged a hidden fee when I paid with card.,15
Why does it cost more to pay with my card?,15
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,15
I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.,15
Why was I charged extra when paying with card?,15
Why am I charged a fee when using my debit or credit card?,15
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",15
Why was the price higher when I paid with my card?,15
I just made an order and noticed an extra fee. Why have you charged me this without informing me?,15
I didn't know I was going to get charged to use my card.,15
I have been charged an extra fee when buying from your store. Why is this?,15
What is this extra fee that I got when I used my card to pay?,15
Was I charged extra for using my card?,15
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,15
Why was I charged an additional fee when paying with card?,15
Why did I get charged extra?,15
I paid with card and I was charged a fee,15
I made a purchase but never expected to see a fee charged for the transaction.,15
I was charged for using my card?,15
My card was charged more than expected.,15
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,15
Why have i been charged a fee for using my card?,15
Why was I charged extra using my card?,15
How was I charged extra when I used my card to pay?,15
When do i get charged a fee for using the card?,15
"I see I was charged extra when I used the card.  I am not sure why, please tell me why.",15
Why was I charged a fee for my card payment?,15
Why was I charged an extra fee when using the card?,15
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,15
What is the charge for paying with my card?,15
I paid with my card and ended up being charged a fee.,15
Why is there a fee on a card payment?,15
I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.,15
I don't think I should have been charged a fee to use my card.,15
A fee that shouldn't be there is there after using my card!,15
"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?",15
Why am I getting charged more for using my card?,15
I see a fee that I think was charged because I paid by card.,15
What are the fees imposed when I make a transaction?,15
What was the extra charge for using my card?,15
Why was a fee added to my bill when I used my card?,15
Please tell my why I was charged a fee for using my card?,15
How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.,15
I was charged a fee when buying stuff with my card.,15
I was charged an additional amount of money for making a purchase with my card,15
What is the fee charged for using my card?,15
I just saw a fee on my account. When do these get charged?,15
Is it normal to get charged extra when i use my card?,15
This fee shouldn't be there after I paid with a card.,15
Why am I charged an extra fee on my card?,15
Why did I get charged more for using my card?,15
I recently bought an item using my card and I was charged an extra fee why is this?,15
I am angry that I got charged for using my card.,15
I wanted to know why i got an additional fee when i use my card.,15
"Is there a fee for making a payment? If so, let me know why.",15
Please tell me why I would have to pay a fee for a recent payment. Thanks.,15
Why was I charged a fee for debit or credit card payment?,15
Why was an extra charge added when I used my card?,15
Why have I been charged a small fee to use my card?,15
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,15
Why is there a fee associated with card use?,15
What is this fee showing up in my account for?,15
I got charged for with a fee for paying with my card.,15
Why am I being charged a fee on a card payment?,15
Is there a  way to  get around fees,15
I noticed an extra fee when I paid with my card.,15
You advertise no fee when paying with a card then my statement shows a fee.,15
"There was an extra fee when I paid with my card, why was i charged this extra fee?",15
Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.,15
what is this extra charge with my purchase?,15
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,15
Please explain the extra fee when I paid with the card.,15
When do you charge fees on accounts? I just saw a charge on my statement.,15
After I used my card I saw I was charged a fee for using it,15
Is there an allowance on cards?,15
Why am I being charged a hidden fee?,15
Can you explain why I was charged extra when I used the card?,15
Why did I get charged a fee on my card?,15
Do you have charges now when you pay with a card?,15
What is the extra fee that was added when I used the card?,15
Why am I charged a fee for using my card on some purchases?,15
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?,15
How can I tell if there will be a fee added to my payment or not?,15
You promised no fees but now I've got one. What the hell!?,15
How do I know which payments I make will have additional fees? Where can I find this information online?,15
I am worried that too much time has gone by for a transfer to be completed.,66
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,66
My money transaction can't be seen by the person I sent it to,66
"How long does it typically take a transfer to go through?  I sent some money to a friend earlier today, and she really needs it.  It still is a pending transfer, even though I sent it a few hours ago.",66
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that already.",66
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number is the right one, I've checked that several times already.",66
My money transaction hasn't arrived.,66
I sent money to a person and they haven't received the payment yet.,66
I do not know where the transaction is.,66
I transferred money but the recipient does not see the funds in their account?,66
why hasn't a transaction to a friend cleared yet?,66
The app isn't showing my transactions,66
Why isn't the recipient seeing the transaction? I just sent the money.,66
I transferred money and it didn't get there.,66
Is there a reason why a recipient might not see my money transaction,66
I don't see the transaction I made to a friend on my account.,66
why has a transaction to a friend been delayed?,66
"A transaction I did to my friend hasn't arrived yet, why?",66
Where is my last money transaction,66
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,66
I made a transfer the day before yesterday within this country. It is still not showing up at all. I have double-checked and the account number is certainly right. I've actually type this multiple times. can you look into what is going on here?,66
How much time do transfers typically take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,66
A transaction to a friend still hasn't shown up.,66
I sent money and the recipient has not received their money after two weeks.,66
How long will it take for my transfer to arrive?,66
Why did the funds not transfer to another recipient?,66
I sent a payment but it isn't showing up in the app,66
I tried to transfer some money and it hasn't done it yet - what's going on?,66
I made a transfer and they haven't received the money I sent them.,66
"how long does it take to transfer money, my retailer is waiting",66
"I sent money to someone but they haven't gotten it, what's going on?",66
"How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.",66
Why hasn't the transaction I did to my friend arrive yet?,66
I sent money about 5 days ago and the recipient has not received the money yet.,66
I am just waiting on the completion of the transaction.,66
My cash transaction isn't showing on my account,66
Why hasn't my transaction arrived?,66
When are you going to transfer the money?,66
"I have moved to a new house and set up a rent payment to my landlord, it was supposed to be in her account a few days ago but it hasn't arrived.  I definitely sent it to the right place, can you confirm where the money is?",66
I need to check status as my friend hasn't got money I sent.,66
How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately.,66
wheres my money receipt,66
Money is not in recipients account.,66
How long does it take for money to transfer?  I sent some to a friend and it hasn't gone through yet.,66
Why hasn't the transaction I did to my friend arrived yet?,66
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",66
"How long should a transfer normally take to process completely? I have a friend that needs it right away, but it's already been 2 hours and she hasn't received it.",66
My friend says he hasn't received my transaction,66
What is the length of a transaction completion?,66
I transferred some cash and it has not arrived yet.,66
I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money?,66
Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?,66
Where did the money transfer go?,66
When will the transaction be done?,66
I transferred some money to my mom 2 days ago and she has not received it. I double checked the information and it looks right. Can you help me?,66
Why is it taking so long for a transfer to complete!,66
Why is my transfer taking so long to complete?,66
I am just waiting for the transaction to be completed.,66
How long do I have  to wait for my transaction to be completed?,66
I did a money transaction and the recipient doesn't see it,66
Why hasn't my friend received the money i sent them yet?,66
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,66
Why didn't my friend's transaction arrive yet?,66
Still waiting for transfer to be completed.,66
I transferred some money but it is not here yet,66
What do I do if I completed a money transfer but the recipient hasn't received it?,66
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",66
I'm still waiting for my transaction.,66
Why hasn't a transaction I did to my friend arrived yet?,66
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,66
My new landlord says he hasn't received the rent payment that I transferred a couple days ago. I've already checked the account numbers and they are correct. Can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end?,66
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",66
My transfer has not arrived.,66
How long does it take for the transfer to go through?,66
What happens when I money transaction doesn't show up on the receiving side?,66
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",66
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",66
my friend has not got the money I sent last week.,66
Why can't the person I sent the money transfer to see it?,66
The money has not yet been placed in recipients account.,66
I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?,66
I completed I transfer the day before yesterday in this country. The transfer still is not complete. I've checked on the account number multiple times to make sure that it is the right one. Can you check to see what's going on with this?,66
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?",66
Why hasn't arrived yet a transaction I did to my friend?,66
I'm waiting for my transaction to complete.,66
Why hasn't my friend received the transaction?,66
I transferred money and it hasn't come yet,66
Why hasn't my son received the transfer I sent to him earlier?,66
How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,66
Why hasn't the money transfer arrived yet?,66
I have not received the completed transaction.,66
how long does it take for a transfer to arrive,66
How come my money hasn't shown up yet?,66
"Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?",66
Why can't the recepient of my money transaction see it?,66
The recipient doesn't see the money transaction I made,66
How long will my transaction take?,66
How long should it take for a transfer to go through? I have been waiting a while.,66
"i accidentally entered in my retailers information, what should i do next",66
I transferred some cash and it didn't arrive,66
where has my transferred money gone?,66
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,66
Is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it?,66
I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on?,66
I transferred some money but it hasn't arrived.,66
Why is my transaction taking so long to complete?,66
My transfer isn't in,66
I sent money to my family last Friday but they don't have it.,66
When will I get my money? It's been too long.,66
Why didn't my transfer get to the recipient?,66
I haven't received money from a transfer?,66
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",66
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,66
My transaction has not been received. When are you going to process it?,66
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",66
My cash transaction isn't showing on my receipt,66
My transfer hasn't arrived,66
I did a money transaction and dont have a receipt,66
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,66
Why hasn't my friend's transaction arrive yet?,66
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,66
I sent money to someone but they haven't gotten it yet,66
How long will it take to receive my money from my transfer transaction?,66
My transfer didn't arrive to the recipient,66
Recipient has not received the money,66
The recipient can not locate funds.,66
Why has my transfer not arrived yet?,66
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,66
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,66
"|I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please?",66
Why is the transaction to my friend still pending?,66
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",66
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",66
"I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked.",66
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?,66
Why doesn't the person I sent money to see that transfer yet?,66
"How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account.",66
How long will it be  before the person I sent money to is able to see it?,66
I'm still awaiting for the completion of the transaction.,66
What is the time for a transfer?,66
I dont see my reciept,66
Why hasn't my transaction been completed?,66
I sent some money and the account hasn't recived the transfer I made.,66
I'm still expecting the transaction to be finished,66
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,66
"I sent a payment, but the person I sent it to says they don't have it",66
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",66
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",66
"I've been waiting since Friday, where is my money?",66
I sent some money but the intended recipient says it hasn't arrived,66
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,66
I just did a money transaction but its not showing they received it,66
